set_name_plus_dj_id,set_title,set_list,artist,song,spotify_song_name,spotify_id,preview,songs,dj_name,dj_id,song_id,dj_play_count,total_play_count
 - Evaldas Mikalauskas - M-1 Weekend Mix 345 - 5139, - Evaldas Mikalauskas - M-1 Weekend Mix 345,ATFC & David Penn - Hipcats,ATFC & David Penn,Hipcats,Hipcats (AIR 211),5wFYDkQDNU6tjN6ehc4rj9,https://p.scdn.co/mp3-preview/779d15cabf584b86eedaba8b02573787ef11a722?cid=461b02dc885841c0a798981c336f46f0,Hipcats,Evaldas Mikalauskas,5139,74809,7,9
 - Evaldas Mikalauskas - M-1 Weekend Mix 345 - 5139, - Evaldas Mikalauskas - M-1 Weekend Mix 345,Michael Calfan - Got You,Michael Calfan,Got You,Got You,2GC9Qe2mKsKrdKzpUYZovp,https://p.scdn.co/mp3-preview/c37cbfa8befe53fcee7ccc2b4576ab6cf4045465?cid=461b02dc885841c0a798981c336f46f0,Got You,Evaldas Mikalauskas,5139,30459,8,8
 - Evaldas Mikalauskas - M-1 Weekend Mix 345 - 5139, - Evaldas Mikalauskas - M-1 Weekend Mix 345,Sheppard - Edge Of The Night (L'Tric Remix),Sheppard,Edge Of The Night (L'Tric Remix),Edge Of The Night - L'Tric Remix,4gN8y9h9aIRTu6vEuGhnxz,,Edge Of The Night (L'Tric Remix),Evaldas Mikalauskas,5139,55862,8,8
 - Evaldas Mikalauskas - M-1 Weekend Mix 345 - 5139, - Evaldas Mikalauskas - M-1 Weekend Mix 345,Kokiri - Pyramids,Kokiri,Pyramids,Pyramids,5lzGfWfJUzq0lbNLpMBFe3,https://p.scdn.co/mp3-preview/e1f55a3d5f23819d60b0e217996e4a033c03298b?cid=461b02dc885841c0a798981c336f46f0,Pyramids,Evaldas Mikalauskas,5139,70548,6,7
 - Evaldas Mikalauskas - M-1 Weekend Mix 345 - 5139, - Evaldas Mikalauskas - M-1 Weekend Mix 345,The Aston Shuffle - Everything,The Aston Shuffle,Everything,Everything I Got,0kYzStlg98CUglGsFqv7RL,https://p.scdn.co/mp3-preview/8d8fe8894d73c77425c97ceca798c73c57472495?cid=461b02dc885841c0a798981c336f46f0,Everything,Evaldas Mikalauskas,5139,6586,9,10
 - Evaldas Mikalauskas - M-1 Weekend Mix 345 - 5139, - Evaldas Mikalauskas - M-1 Weekend Mix 345,Gorgon City - Motorola,Gorgon City,Motorola,Motorola,4bR87SmQTiNcS5gDuaF9Yl,,Motorola,Evaldas Mikalauskas,5139,53885,5,6
" - Moguai, Oliver Heldens, Purple Disco Machine - 1Live DJ Session - 2259"," - Moguai, Oliver Heldens, Purple Disco Machine - 1Live DJ Session", Jonas Aden - Feel My Soul, Jonas Aden,Feel My Soul,Feel My Soul,3o0nViTRPyY9WuXrBpNCc2,https://p.scdn.co/mp3-preview/3dbcb0fbd621bd1ca9de3d096007dc145e1e483a?cid=461b02dc885841c0a798981c336f46f0,Feel My Soul, Purple Disco Machine,2259,46285,1,21
" - Moguai, Oliver Heldens, Purple Disco Machine - 1Live DJ Session - 2259"," - Moguai, Oliver Heldens, Purple Disco Machine - 1Live DJ Session", D.O.D - Zipper, D.O.D,Zipper,Zipper,7sxHWHKWKFXKiMCd3hxJB1,https://p.scdn.co/mp3-preview/e05485a69b3e95577db9b883021f77b0989d5f17?cid=461b02dc885841c0a798981c336f46f0,Zipper, Purple Disco Machine,2259,97704,1,8
" - Moguai, Oliver Heldens, Purple Disco Machine - 1Live DJ Session - 2259"," - Moguai, Oliver Heldens, Purple Disco Machine - 1Live DJ Session", Madison Mars - Doppler, Madison Mars,Doppler,Doppler,6fUmPOF8pdIhQOxgUTZsdv,https://p.scdn.co/mp3-preview/8b66fb04b11411078808512330fd77568b57d464?cid=461b02dc885841c0a798981c336f46f0,Doppler, Purple Disco Machine,2259,80798,2,11
" - Andrea Mattei, Micol Ronchi, Fabio Amoroso - m2o Party - 1926"," - Andrea Mattei, Micol Ronchi, Fabio Amoroso - m2o Party",Willy William - Ego,Willy William,Ego,Ego - Radio Edit,0Qt4s6DQlOsdhNW64DkZK3,https://p.scdn.co/mp3-preview/5e3849b3a194c5f9f7b61127d6e7bf5a6213005b?cid=461b02dc885841c0a798981c336f46f0,Ego, Micol Ronchi,1926,9054,2,7
" - Andrea Mattei, Micol Ronchi, Fabio Amoroso - m2o Party - 1926"," - Andrea Mattei, Micol Ronchi, Fabio Amoroso - m2o Party",Mahmood - Soldi,Mahmood,Soldi,Soldi,4szQkW1CDHqbRZGltXJdd3,,Soldi, Micol Ronchi,1926,60968,3,23
" - Andrea Mattei, Micol Ronchi, Fabio Amoroso - m2o Party - 1926"," - Andrea Mattei, Micol Ronchi, Fabio Amoroso - m2o Party",MK & Jonas Blue & Becky Hill - Back And Forth,MK & Jonas Blue & Becky Hill,Back And Forth,Back & Forth,4M8x1TR36VMQMFMbGCdoyA,https://p.scdn.co/mp3-preview/95921ea8e44d79523fb9c194ae8edc3bde7a79f5?cid=461b02dc885841c0a798981c336f46f0,Back And Forth, Micol Ronchi,1926,58137,4,81
" - B.Traits, Hodge (Live PA), Peter Kersten, Man Power - B.Traits, BBC Radio 1 - 1251"," - B.Traits, Hodge (Live PA), Peter Kersten, Man Power - B.Traits, BBC Radio 1",Krankbrother - Right There With You,Krankbrother,Right There With You,Right There With You - Original Mix,39uJxAKf1n7RfeaMmTGue7,https://p.scdn.co/mp3-preview/fca341ecf52c7d8994f543562f6e90e432e026d3?cid=461b02dc885841c0a798981c336f46f0,Right There With You, Hodge (Live PA),1251,40598,1,6
" - B.Traits, Hodge (Live PA), Peter Kersten, Man Power - B.Traits, BBC Radio 1 - 1251"," - B.Traits, Hodge (Live PA), Peter Kersten, Man Power - B.Traits, BBC Radio 1",Quince - My Life's Rhythm,Quince,My Life's Rhythm,My Life's Rhythm,45awLzAs0CDAtT1cIxWs0p,https://p.scdn.co/mp3-preview/4e1118211ff646311543a7560d10dde6440da3db?cid=461b02dc885841c0a798981c336f46f0,My Life's Rhythm, Hodge (Live PA),1251,52225,1,9
" - Annie Nightingale, Flume, NGHTMRE, MJ Cole - Annie On One - 1951"," - Annie Nightingale, Flume, NGHTMRE, MJ Cole - Annie On One",Tirzah - No Romance [Greco-Roman],Tirzah,No Romance [Greco-Roman],No Romance,2rgxS2VCKq4gAVK6gXpDzJ,https://p.scdn.co/mp3-preview/ff2d24e19883793839c5fd0df5b2a4f0dcbdb32a?cid=461b02dc885841c0a798981c336f46f0,No Romance [Greco-Roman], MJ Cole,1951,35039,1,6
" - Annie Nightingale, Flume, NGHTMRE, MJ Cole - Annie On One - 1951"," - Annie Nightingale, Flume, NGHTMRE, MJ Cole - Annie On One",Torro Torro - Make A Move (Skrillex Remix),Torro Torro,Make A Move (Skrillex Remix),Make A Move - Skrillex Remix,5j420YjEviP0HOyT0fUwTB,https://p.scdn.co/mp3-preview/6f686ec471bc9f889cea2a1e07a0dbb42697c36a?cid=461b02dc885841c0a798981c336f46f0,Make A Move (Skrillex Remix), MJ Cole,1951,69396,1,11
" - Annie Nightingale, Flume, NGHTMRE, MJ Cole - Annie On One - 1951"," - Annie Nightingale, Flume, NGHTMRE, MJ Cole - Annie On One",NGHTMRE - Touch,NGHTMRE,Touch,Touch,5q6HudYcAh0LXWSqXObMxf,https://p.scdn.co/mp3-preview/a86b85926db39887f39e942c8e6a15b44c45d3c7?cid=461b02dc885841c0a798981c336f46f0,Touch, MJ Cole,1951,72219,1,14
" - Łukasz Tomaszewski, Jazzanova, Qhizzo, El Búho, Michael Mayer - COSMO Selektor - 1375"," - Łukasz Tomaszewski, Jazzanova, Qhizzo, El Búho, Michael Mayer - COSMO Selektor",Petrona Martinez - Yo No Lo Se (Bullerengue Sentao),Petrona Martinez,Yo No Lo Se (Bullerengue Sentao),Yo No Lo Se (bullerengue Sentao),4DEAtevzjZN5Gk7J18RNB5,https://p.scdn.co/mp3-preview/d9d8d4ae64e27d4c12ee820a03d0c057e02ba3c6?cid=461b02dc885841c0a798981c336f46f0,Yo No Lo Se (Bullerengue Sentao), Jazzanova,1375,54531,1,10
" - Łukasz Tomaszewski, Jazzanova, Qhizzo, El Búho, Michael Mayer - COSMO Selektor - 1375"," - Łukasz Tomaszewski, Jazzanova, Qhizzo, El Búho, Michael Mayer - COSMO Selektor",El Búho - Chucum,El Búho,Chucum,Chucum,5DlM36HiT40JPFUsyW92F3,https://p.scdn.co/mp3-preview/f1a936d4adb8beb2b529563be126863b8e765ba2?cid=461b02dc885841c0a798981c336f46f0,Chucum, Jazzanova,1375,67221,1,10
" - Moguai, Lost Frequencies, Format:B - 1LIVE DJ Session - 1713"," - Moguai, Lost Frequencies, Format:B - 1LIVE DJ Session", Format:B - The Scoop [Toolroom - TOOL60901Z], Format:B,The Scoop [Toolroom,The Scoop - TR391,5Iuqp6JdFDQdmoiKPSRsw2,https://p.scdn.co/mp3-preview/2fb8b18c80a5b3a791a1ffb358e6fefd8baf25da?cid=461b02dc885841c0a798981c336f46f0,The Scoop [Toolroom, Lost Frequencies,1713,69298,2,29
" - Moguai, Lost Frequencies, Format:B - 1LIVE DJ Session - 1713"," - Moguai, Lost Frequencies, Format:B - 1LIVE DJ Session", Pirupa - Wazzup (Chus & Ceballos Remix) [ElRow - ERM122], Pirupa,Wazzup (Chus & Ceballos Remix) [ElRow,Wazzup - Chus & Ceballos Remix,6caSQkAMlxHzQF9YDk9xsZ,https://p.scdn.co/mp3-preview/87bf1f7fc87c2d78b448105b3aa5ac0191dfbabd?cid=461b02dc885841c0a798981c336f46f0,Wazzup (Chus & Ceballos Remix) [ElRow, Lost Frequencies,1713,79233,2,20
" - Charlie Tee, Phil Fuldner, Andi Durrant, One Bit - Friday Night Kiss Fresh - 4048"," - Charlie Tee, Phil Fuldner, Andi Durrant, One Bit - Friday Night Kiss Fresh",Phil Fuldner - Take Me (Low Steppa Remix) [Armada Subjekt],Phil Fuldner,Take Me (Low Steppa Remix) [Armada Subjekt],Take Me - Low Steppa Remix,561LAFLw86wMspQJt4Xh3D,https://p.scdn.co/mp3-preview/74586d620f1daceebd52750a7742e44d1b2c0001?cid=461b02dc885841c0a798981c336f46f0,Take Me (Low Steppa Remix) [Armada Subjekt],Charlie Tee,4048,65028,3,12
" - Charlie Tee, Phil Fuldner, Andi Durrant, One Bit - Friday Night Kiss Fresh - 4048"," - Charlie Tee, Phil Fuldner, Andi Durrant, One Bit - Friday Night Kiss Fresh",TLC - Creep (Lauren Lane Remix),TLC,Creep (Lauren Lane Remix),Creep - Remixed By Lauren Lane,6jFOlsalzqULWP5G0IkGSk,https://p.scdn.co/mp3-preview/9b87fe0607a2ba6c64b6f5e3c85927f96a233666?cid=461b02dc885841c0a798981c336f46f0,Creep (Lauren Lane Remix),Charlie Tee,4048,82242,2,9
 - Gully B - Data Transmission Mix Of The Day - 5602, - Gully B - Data Transmission Mix Of The Day,Alkaline - After All,Alkaline,After All,After All,77AW2gaYhiEuuPSR13mDFU,https://p.scdn.co/mp3-preview/7d45f21515a8539c094df0c7457be1fe0864135f?cid=461b02dc885841c0a798981c336f46f0,After All,Gully B,5602,90642,1,6
 - Gully B - Data Transmission Mix Of The Day - 5602, - Gully B - Data Transmission Mix Of The Day,Chi Ching Ching - Roast Or Fry (Breadfruit),Chi Ching Ching,Roast Or Fry (Breadfruit),Roast or Fry (Breadfruit),2dAAyghFYUSaYm4oXxGAqs,https://p.scdn.co/mp3-preview/fc252c86468825da7b92a49ff03e8855f85ace31?cid=461b02dc885841c0a798981c336f46f0,Roast Or Fry (Breadfruit),Gully B,5602,29141,1,8
 - Michael Mayer - COSMO mit... - 7282, - Michael Mayer - COSMO mit...,2fox - Longanda [Beating Heart - BH017D],2fox,Longanda [Beating Heart,Longanda,1mjulkkJZcjhQoNd1v8CXk,,Longanda [Beating Heart,Michael Mayer,7282,20080,1,6
 - Michael Mayer - COSMO mit... - 7282, - Michael Mayer - COSMO mit...,Fleetwood Mac - Albatross,Fleetwood Mac,Albatross,Albatross,3iZ5twPwvFeOUQA4Deu8tP,https://p.scdn.co/mp3-preview/5e1aaf4e34bc96c59f561c119cd2f171f0b95d54?cid=461b02dc885841c0a798981c336f46f0,Albatross,Michael Mayer,7282,44263,1,6
 - Michael Mayer - COSMO mit... - 7282, - Michael Mayer - COSMO mit...,The Orb - A Huge Ever Growing Pulsating Brain That Rules From The Centre Of The Ultraworld (Live Mix Mark 10),The Orb,A Huge Ever Growing Pulsating Brain That Rules From The Centre Of The Ultraworld (Live Mix Mark 10),A Huge Ever Growing Pulsating Brain That Rules From The Centre Of The Ultraworld - Live Mix Mark 10,3sX6nwEUXjpejtqNvQAl3p,,A Huge Ever Growing Pulsating Brain That Rules From The Centre Of The Ultraworld (Live Mix Mark 10),Michael Mayer,7282,48322,1,9
 - Michael Mayer - COSMO mit... - 7282, - Michael Mayer - COSMO mit..., Polo & Pan - Mexicali (Manfredas Remix), Polo & Pan,Mexicali (Manfredas Remix),Mexicali - Manfredas Remix,2Cj4nUWuBcQp17ltwTiMsr,,Mexicali (Manfredas Remix),Michael Mayer,7282,28847,1,6
 - Michael Mayer - COSMO mit... - 7282, - Michael Mayer - COSMO mit...,Clarian - Early Life [Kompakt],Clarian,Early Life [Kompakt],Early Life,2gZFxFjGL501VPR072A6US,https://p.scdn.co/mp3-preview/41e2b4a805a59bb047d324c23662d095f62c93c2?cid=461b02dc885841c0a798981c336f46f0,Early Life [Kompakt],Michael Mayer,7282,30716,1,6
" - Sam Divine, Simon Dunmore - Defected In The House - 8543"," - Sam Divine, Simon Dunmore - Defected In The House", Anabel Englund - London Headache (Purple Disco Machine Remix), Anabel Englund,London Headache (Purple Disco Machine Remix),London Headache - Purple Disco Machine Remix,7mJ8wKA9aexlL8ZLxqwPEO,https://p.scdn.co/mp3-preview/c52eecbaf4174a0aa2cdfd7745ce438cbce653f5?cid=461b02dc885841c0a798981c336f46f0,London Headache (Purple Disco Machine Remix),Sam Divine,8543,96300,1,6
" - Sam Divine, Simon Dunmore - Defected In The House - 8543"," - Sam Divine, Simon Dunmore - Defected In The House", Chris Lorenzo Feat. Alex Mills - Sleep Talk, Chris Lorenzo Feat. Alex Mills,Sleep Talk,Sleep Talk (feat. Alex Mills),4ZI3nNYBEgUkztkDISkaau,https://p.scdn.co/mp3-preview/fd96d12a36cc69defaadabc06a41d98bdfaad52a?cid=461b02dc885841c0a798981c336f46f0,Sleep Talk,Sam Divine,8543,63614,1,7
" - Evaldas Mikalauskas, Bali Bandits - M-1 Weekend Mix 372 - 5139"," - Evaldas Mikalauskas, Bali Bandits - M-1 Weekend Mix 372",Bali Bandits - All On You (If I Can See),Bali Bandits,All On You (If I Can See),All On You (If I Can See),6zCfcFUl1eQTSuwXP3p5CB,https://p.scdn.co/mp3-preview/8f12fdc87eddf18aa9719751ac7789f32256b0a5?cid=461b02dc885841c0a798981c336f46f0,All On You (If I Can See),Evaldas Mikalauskas,5139,88824,2,8
" - Evaldas Mikalauskas, Bali Bandits - M-1 Weekend Mix 372 - 5139"," - Evaldas Mikalauskas, Bali Bandits - M-1 Weekend Mix 372",Merk & Kremont - Sushi,Merk & Kremont,Sushi,Sushi,3yV0Xkg83ugibATVNgwUc8,https://p.scdn.co/mp3-preview/ec9aa5d66269dea94c4a7f1a586dced617b6e306?cid=461b02dc885841c0a798981c336f46f0,Sushi,Evaldas Mikalauskas,5139,50710,4,23
" - Evaldas Mikalauskas, Bali Bandits - M-1 Weekend Mix 372 - 5139"," - Evaldas Mikalauskas, Bali Bandits - M-1 Weekend Mix 372",Kormak - Love On The Line,Kormak,Love On The Line,Love On The Line,5hlPdAet2O6wy8DnhES4OJ,https://p.scdn.co/mp3-preview/b4f6ca0c56719518a804d14502e301d6bc1ea159?cid=461b02dc885841c0a798981c336f46f0,Love On The Line,Evaldas Mikalauskas,5139,68837,4,9
" - Evaldas Mikalauskas, Bali Bandits - M-1 Weekend Mix 372 - 5139"," - Evaldas Mikalauskas, Bali Bandits - M-1 Weekend Mix 372",Blinkie - Take Control,Blinkie,Take Control,Take Control,0CfUpUpO7JNfLqExighSwx,https://p.scdn.co/mp3-preview/c8115fe56e7eb48c97f84d878744878851625bbc?cid=461b02dc885841c0a798981c336f46f0,Take Control,Evaldas Mikalauskas,5139,3054,4,12
" - Evaldas Mikalauskas, Bali Bandits - M-1 Weekend Mix 372 - 5139"," - Evaldas Mikalauskas, Bali Bandits - M-1 Weekend Mix 372",EDX - Anthem,EDX,Anthem,Anthem,1SSAvErVyid5OXzmtGZKkg,https://p.scdn.co/mp3-preview/33e27a24b8c80aff98af6223a1d452312c95e1a4?cid=461b02dc885841c0a798981c336f46f0,Anthem,Evaldas Mikalauskas,5139,22653,18,19
" - Evaldas Mikalauskas, Bali Bandits - M-1 Weekend Mix 372 - 5139"," - Evaldas Mikalauskas, Bali Bandits - M-1 Weekend Mix 372",Big Pineapple - Another Chance (Keanu Silva Remix),Big Pineapple,Another Chance (Keanu Silva Remix),Another Chance - Keanu Silva Remix,0dHHU20vskhivwAdU7ybGB,https://p.scdn.co/mp3-preview/5e19b57c2c433ab350172257a860ecab80e1febf?cid=461b02dc885841c0a798981c336f46f0,Another Chance (Keanu Silva Remix),Evaldas Mikalauskas,5139,3486,4,6
" - Lukasz Tomaszewski, La Fraicheur, AWWZ, Daniel Brandt, Tereza - COSMO Selektor - 1633"," - Lukasz Tomaszewski, La Fraicheur, AWWZ, Daniel Brandt, Tereza - COSMO Selektor", Kraak & Smaak Feat. Ben Westbeech - Squeeze Me [Jalapeno - JAL 65], Kraak & Smaak Feat. Ben Westbeech,Squeeze Me [Jalapeno,Squeeze Me (Featurecast Remix),3F6DzzvpZoiy7ZpZuoqU0a,https://p.scdn.co/mp3-preview/0c95c2143a2a3247fb1b543fbf424029bb5fcc58?cid=461b02dc885841c0a798981c336f46f0,Squeeze Me [Jalapeno, La Fraicheur,1633,42721,1,6
" - Lukasz Tomaszewski, La Fraicheur, AWWZ, Daniel Brandt, Tereza - COSMO Selektor - 1633"," - Lukasz Tomaszewski, La Fraicheur, AWWZ, Daniel Brandt, Tereza - COSMO Selektor",La Fraicheur - The Movements,La Fraicheur,The Movements,The Movements,5Qlyu01Lhn2SLuTwgqkXSv,https://p.scdn.co/mp3-preview/718332164aa07a539c7c5aa3b027d115425d45a6?cid=461b02dc885841c0a798981c336f46f0,The Movements, La Fraicheur,1633,72421,1,6
" - Lukasz Tomaszewski, La Fraicheur, AWWZ, Daniel Brandt, Tereza - COSMO Selektor - 1633"," - Lukasz Tomaszewski, La Fraicheur, AWWZ, Daniel Brandt, Tereza - COSMO Selektor",La Diabla - Ascention,La Diabla,Ascention,Ascention,5ZmFFK3DShf8XUZehcGWMp,https://p.scdn.co/mp3-preview/a3d1cadcfb1d5ca9d2ed411be4d6135b59d375c6?cid=461b02dc885841c0a798981c336f46f0,Ascention, La Fraicheur,1633,76190,1,15
" - Łukasz Tomaszewski, The Hoo, El Búho, Kiko Navarro, Osage - COSMO Selektor - 3047"," - Łukasz Tomaszewski, The Hoo, El Búho, Kiko Navarro, Osage - COSMO Selektor",Domingo Cura - Flor De La Lena,Domingo Cura,Flor De La Lena,Flor de la Leña,31KcypmRyhAsNouoNUwZm7,https://p.scdn.co/mp3-preview/24036594a4f10f536a6aca6e9f005f3786621ded?cid=461b02dc885841c0a798981c336f46f0,Flor De La Lena,Łukasz Tomaszewski,3047,38879,2,10
" - Łukasz Tomaszewski, The Hoo, El Búho, Kiko Navarro, Osage - COSMO Selektor - 3047"," - Łukasz Tomaszewski, The Hoo, El Búho, Kiko Navarro, Osage - COSMO Selektor",El Buho - Tlacotlan,El Buho,Tlacotlan,Tlacotlan,7Cx8eYiWiRtiR9x9ojc6m7,https://p.scdn.co/mp3-preview/2d53ee4e6aee590ab51e58f9b85492442d0e20e4?cid=461b02dc885841c0a798981c336f46f0,Tlacotlan,Łukasz Tomaszewski,3047,92415,3,15
" - Łukasz Tomaszewski, The Hoo, El Búho, Kiko Navarro, Osage - COSMO Selektor - 3047"," - Łukasz Tomaszewski, The Hoo, El Búho, Kiko Navarro, Osage - COSMO Selektor",El Búho - Tlacotlan,El Búho,Tlacotlan,Tlacotlan,7Cx8eYiWiRtiR9x9ojc6m7,https://p.scdn.co/mp3-preview/2d53ee4e6aee590ab51e58f9b85492442d0e20e4?cid=461b02dc885841c0a798981c336f46f0,Tlacotlan,Łukasz Tomaszewski,3047,92415,3,15
" - Łukasz Tomaszewski, Klik & Frik, Matias Aguayo, Sky Deep - COSMO Selektor - 2553"," - Łukasz Tomaszewski, Klik & Frik, Matias Aguayo, Sky Deep - COSMO Selektor",Andres Oddone - Aura (Klik & Frik Remix),Andres Oddone,Aura (Klik & Frik Remix),Aura (Klik & Frik Remix),3LhB80rUj8BFyQP7tHP6Tj,https://p.scdn.co/mp3-preview/45c0ee61996298464515242a7d0e765e4682c848?cid=461b02dc885841c0a798981c336f46f0,Aura (Klik & Frik Remix), Sky Deep,2553,45237,1,9
" - Łukasz Tomaszewski, Klik & Frik, Matias Aguayo, Sky Deep - COSMO Selektor - 2553"," - Łukasz Tomaszewski, Klik & Frik, Matias Aguayo, Sky Deep - COSMO Selektor",Klik & Frik - Lluvia,Klik & Frik,Lluvia,Lluvia,0kaxODQhofGH5PzUTOV830,https://p.scdn.co/mp3-preview/38c679cbb75a080db475a2fab193e98d384da52c?cid=461b02dc885841c0a798981c336f46f0,Lluvia, Sky Deep,2553,6245,2,13
" - Łukasz Tomaszewski, Klik & Frik, Matias Aguayo, Sky Deep - COSMO Selektor - 2553"," - Łukasz Tomaszewski, Klik & Frik, Matias Aguayo, Sky Deep - COSMO Selektor",Klik & Frik - Lluvia,Klik & Frik,Lluvia,Lluvia,0kaxODQhofGH5PzUTOV830,https://p.scdn.co/mp3-preview/38c679cbb75a080db475a2fab193e98d384da52c?cid=461b02dc885841c0a798981c336f46f0,Lluvia, Sky Deep,2553,6245,2,13
" - Łukasz Tomaszewski, Klik & Frik, Matias Aguayo, Sky Deep - COSMO Selektor - 2553"," - Łukasz Tomaszewski, Klik & Frik, Matias Aguayo, Sky Deep - COSMO Selektor",Peter Power - Dansakoni,Peter Power,Dansakoni,Dansakoni,5OtZ6fidRTpFZu0IzI0RVw,https://p.scdn.co/mp3-preview/f25a771b52ce7265ef26111636f547f2e444ef15?cid=461b02dc885841c0a798981c336f46f0,Dansakoni, Sky Deep,2553,71703,1,21
" - Francis Gay, KitschKrieg, Mercy Milano, Danga, Darius Thies, Nan Kolè - COSMO Selektor - 1582"," - Francis Gay, KitschKrieg, Mercy Milano, Danga, Darius Thies, Nan Kolè - COSMO Selektor",Witchdoctor - Champagne,Witchdoctor,Champagne,Champagne,6CtezOOgIBGzlzpAnLNbg4,https://p.scdn.co/mp3-preview/683e4bbfe4e7226bccee8c42cec488108dc99657?cid=461b02dc885841c0a798981c336f46f0,Champagne, KitschKrieg,1582,79464,1,6
" - Francis Gay, KitschKrieg, Mercy Milano, Danga, Darius Thies, Nan Kolè - COSMO Selektor - 1582"," - Francis Gay, KitschKrieg, Mercy Milano, Danga, Darius Thies, Nan Kolè - COSMO Selektor",Dotorado Pro - Guitar,Dotorado Pro,Guitar,Guitar 2,6uZHGl9G27t0KZRh1cLKPA,https://p.scdn.co/mp3-preview/8984692443d3f59508e20791e0109e18232f9c7b?cid=461b02dc885841c0a798981c336f46f0,Guitar, KitschKrieg,1582,87097,1,6
" - Francis Gay, KitschKrieg, Mercy Milano, Danga, Darius Thies, Nan Kolè - COSMO Selektor - 1582"," - Francis Gay, KitschKrieg, Mercy Milano, Danga, Darius Thies, Nan Kolè - COSMO Selektor",Myd - The Sun,Myd,The Sun,The Sun,2hhVlIZmGEGfNeVIYnMUAG,https://p.scdn.co/mp3-preview/27fcdc1893585a3ef9f5c7aa75e89d15eb350a0b?cid=461b02dc885841c0a798981c336f46f0,The Sun, KitschKrieg,1582,30912,1,6
" - Francis Gay, KitschKrieg, Mercy Milano, Danga, Darius Thies, Nan Kolè - COSMO Selektor - 1582"," - Francis Gay, KitschKrieg, Mercy Milano, Danga, Darius Thies, Nan Kolè - COSMO Selektor",Gavin Turek - My Delight,Gavin Turek,My Delight,My Delight,1ESXh5a9stAig5MyN7vWG1,https://p.scdn.co/mp3-preview/100b0bf8765180d18a3f7b864bc10d805fad3141?cid=461b02dc885841c0a798981c336f46f0,My Delight, KitschKrieg,1582,16918,1,6
" - Francis Gay, KitschKrieg, Mercy Milano, Danga, Darius Thies, Nan Kolè - COSMO Selektor - 1582"," - Francis Gay, KitschKrieg, Mercy Milano, Danga, Darius Thies, Nan Kolè - COSMO Selektor",Ebo Taylor - Mizin,Ebo Taylor,Mizin,Mizin,1og5KEYdOyyRhA8DQCTgZV,https://p.scdn.co/mp3-preview/6a686a7de66edbd4a219858f8c8be86e0a77a3b2?cid=461b02dc885841c0a798981c336f46f0,Mizin, KitschKrieg,1582,20846,1,6
" - Francis Gay, KitschKrieg, Mercy Milano, Danga, Darius Thies, Nan Kolè - COSMO Selektor - 1582"," - Francis Gay, KitschKrieg, Mercy Milano, Danga, Darius Thies, Nan Kolè - COSMO Selektor",TSVI - Pull Up (Luru Remix),TSVI,Pull Up (Luru Remix),Pull Up - Luru Remix,1yE8MuJOxe40kk2UhmeO7U,https://p.scdn.co/mp3-preview/da33353270e7622008aebed23747a0f850590a3b?cid=461b02dc885841c0a798981c336f46f0,Pull Up (Luru Remix), KitschKrieg,1582,24920,1,9
" - Francis Gay, KitschKrieg, Mercy Milano, Danga, Darius Thies, Nan Kolè - COSMO Selektor - 1582"," - Francis Gay, KitschKrieg, Mercy Milano, Danga, Darius Thies, Nan Kolè - COSMO Selektor",Rae Sremmurd Feat. Juicy J - Powerglide,Rae Sremmurd Feat. Juicy J,Powerglide,Powerglide (feat. Juicy J) - From SR3MM,1BuZAIO8WZpavWVbbq3Lci,,Powerglide, KitschKrieg,1582,15712,1,7
" - Francis Gay, KitschKrieg, Mercy Milano, Danga, Darius Thies, Nan Kolè - COSMO Selektor - 1582"," - Francis Gay, KitschKrieg, Mercy Milano, Danga, Darius Thies, Nan Kolè - COSMO Selektor",Bob Marley & The Wailers - Kaya,Bob Marley & The Wailers,Kaya,Is This Love - Kaya 40 Mix,2kormTJH1dI6pw7BgTHstr,,Kaya, KitschKrieg,1582,32267,1,6
" - Francis Gay, KitschKrieg, Mercy Milano, Danga, Darius Thies, Nan Kolè - COSMO Selektor - 1582"," - Francis Gay, KitschKrieg, Mercy Milano, Danga, Darius Thies, Nan Kolè - COSMO Selektor",Olamide - Wo!,Olamide,Wo!,Wo!!,0PdcsG2O7LVqYgeg3knbHx,https://p.scdn.co/mp3-preview/9b3cbb679a385f4e48a63a9141a5e65910f90fce?cid=461b02dc885841c0a798981c336f46f0,Wo!, KitschKrieg,1582,8404,1,20
" - Francis Gay, KitschKrieg, Mercy Milano, Danga, Darius Thies, Nan Kolè - COSMO Selektor - 1582"," - Francis Gay, KitschKrieg, Mercy Milano, Danga, Darius Thies, Nan Kolè - COSMO Selektor",Young Thug - Now,Young Thug,Now,Now (feat. 21 Savage),3Ee6DIAcyueyz2wOe81vc3,https://p.scdn.co/mp3-preview/3c980d43b35f4b93d6a645734f010005ff1b7adf?cid=461b02dc885841c0a798981c336f46f0,Now, KitschKrieg,1582,42371,1,6
